uuf50-0459.cnf,F,460
uuf50-0850.cnf,F,472
uuf50-0842.cnf,F,168
uuf50-0846.cnf,F,97
uuf50-0467.cnf,F,222
uuf50-0385.cnf,F,632
uuf50-0668.cnf,F,176
uuf50-0661.cnf,F,185
uuf50-0835.cnf,F,339
uuf50-0636.cnf,F,322
uuf50-0630.cnf,F,464
uuf50-0140.cnf,F,498
uuf50-0349.cnf,F,164
uuf50-0326.cnf,F,270
uuf50-064.cnf,F,252
uuf50-0253.cnf,F,276
uuf50-0684.cnf,F,323
uuf50-0644.cnf,F,696
uuf50-0995.cnf,F,158
uuf50-0758.cnf,F,410
uuf50-0576.cnf,F,590
uuf50-0353.cnf,F,275
uuf50-0697.cnf,F,451
uuf50-0927.cnf,F,169
uuf50-0134.cnf,F,387
uuf50-0383.cnf,F,105
uuf50-0857.cnf,F,450
uuf50-0646.cnf,F,481
uuf50-0916.cnf,F,501
uuf50-0723.cnf,F,631
uuf50-0823.cnf,F,260
uuf50-0359.cnf,F,109
uuf50-0621.cnf,F,273
uuf50-0638.cnf,F,451
uuf50-0163.cnf,F,830
uuf50-0782.cnf,F,131
uuf50-0788.cnf,F,596
uuf50-0369.cnf,F,538
uuf50-0596.cnf,F,480
uuf50-0393.cnf,F,419
uuf50-0637.cnf,F,245
uuf50-0643.cnf,F,728
uuf50-0322.cnf,F,929
uuf50-0372.cnf,F,239
uuf50-0429.cnf,F,718
uuf50-0775.cnf,F,259
uuf50-0410.cnf,F,1337
uuf50-0167.cnf,F,124
uuf50-0305.cnf,F,267
uuf50-0317.cnf,F,414
uuf50-0907.cnf,F,311
uuf50-0227.cnf,F,373
uuf50-0185.cnf,F,283
uuf50-0602.cnf,F,131
uuf50-0799.cnf,F,212
uuf50-0481.cnf,F,316
uuf50-0283.cnf,F,299
uuf50-0477.cnf,F,235
uuf50-0482.cnf,F,421
uuf50-028.cnf,F,642
uuf50-095.cnf,F,361
uuf50-0698.cnf,F,442
uuf50-0855.cnf,F,227
uuf50-01.cnf,F,253
uuf50-0564.cnf,F,152
uuf50-0614.cnf,F,333
uuf50-0418.cnf,F,457
uuf50-0262.cnf,F,458
uuf50-0885.cnf,F,154
uuf50-0436.cnf,F,148
uuf50-0232.cnf,F,343
uuf50-0351.cnf,F,362
uuf50-0651.cnf,F,337
uuf50-0671.cnf,F,324
uuf50-0941.cnf,F,490
uuf50-0633.cnf,F,196
uuf50-0977.cnf,F,258
uuf50-0793.cnf,F,218
uuf50-0764.cnf,F,438
uuf50-0702.cnf,F,712
uuf50-0756.cnf,F,79
uuf50-0712.cnf,F,694
uuf50-0904.cnf,F,342
uuf50-0266.cnf,F,364
uuf50-0902.cnf,F,306
uuf50-0115.cnf,F,290
uuf50-0173.cnf,F,544
uuf50-0499.cnf,F,504
uuf50-0640.cnf,F,287
uuf50-0360.cnf,F,450
uuf50-0509.cnf,F,287
uuf50-0982.cnf,F,174
uuf50-0538.cnf,F,400
uuf50-0918.cnf,F,231
uuf50-0289.cnf,F,268
uuf50-0100.cnf,F,270
uuf50-0604.cnf,F,772
uuf50-0201.cnf,F,508
uuf50-0117.cnf,F,857
uuf50-0792.cnf,F,321
uuf50-0311.cnf,F,328
uuf50-0114.cnf,F,152
uuf50-0998.cnf,F,413
uuf50-0504.cnf,F,354
uuf50-0376.cnf,F,65
uuf50-0129.cnf,F,170
uuf50-0779.cnf,F,1659
uuf50-0865.cnf,F,487
uuf50-010.cnf,F,221
uuf50-0585.cnf,F,1206
uuf50-0259.cnf,F,483
uuf50-0650.cnf,F,331
uuf50-0452.cnf,F,578
uuf50-040.cnf,F,324
uuf50-0897.cnf,F,165
uuf50-0240.cnf,F,325
uuf50-0901.cnf,F,444
uuf50-0325.cnf,F,321
uuf50-0177.cnf,F,399
uuf50-06.cnf,F,475
uuf50-0558.cnf,F,782
uuf50-0512.cnf,F,1091
uuf50-0476.cnf,F,505
uuf50-0551.cnf,F,351
uuf50-0968.cnf,F,638
uuf50-0544.cnf,F,170
uuf50-0787.cnf,F,971
uuf50-0888.cnf,F,564
uuf50-08.cnf,F,1155
uuf50-0243.cnf,F,681
uuf50-0920.cnf,F,189
uuf50-070.cnf,F,544
uuf50-0574.cnf,F,498
uuf50-0236.cnf,F,129
uuf50-067.cnf,F,885
uuf50-0678.cnf,F,163
uuf50-0225.cnf,F,252
uuf50-0312.cnf,F,329
uuf50-0258.cnf,F,148
uuf50-0109.cnf,F,602
uuf50-0416.cnf,F,428
uuf50-0484.cnf,F,327
uuf50-063.cnf,F,237
uuf50-0346.cnf,F,1038
uuf50-0540.cnf,F,360
uuf50-0439.cnf,F,450
uuf50-0976.cnf,F,360
uuf50-0490.cnf,F,1092
uuf50-0923.cnf,F,1076
uuf50-0446.cnf,F,394
uuf50-0692.cnf,F,547
uuf50-0803.cnf,F,425
uuf50-0834.cnf,F,279
uuf50-0483.cnf,F,322
uuf50-0615.cnf,F,138
uuf50-0841.cnf,F,146
uuf50-0392.cnf,F,295
uuf50-0174.cnf,F,604
uuf50-0832.cnf,F,205
uuf50-0974.cnf,F,431
uuf50-0192.cnf,F,232
uuf50-0306.cnf,F,361
uuf50-060.cnf,F,481
uuf50-0838.cnf,F,187
uuf50-0559.cnf,F,171
uuf50-0612.cnf,F,245
uuf50-059.cnf,F,158
uuf50-0598.cnf,F,347
uuf50-0913.cnf,F,1206
uuf50-0151.cnf,F,73
uuf50-0270.cnf,F,1037
uuf50-0304.cnf,F,725
uuf50-0829.cnf,F,200
uuf50-0454.cnf,F,189
uuf50-0526.cnf,F,208
uuf50-099.cnf,F,1077
uuf50-0632.cnf,F,453
uuf50-0318.cnf,F,265
uuf50-0334.cnf,F,403
uuf50-0341.cnf,F,342
uuf50-0740.cnf,F,192
uuf50-0689.cnf,F,484
uuf50-0929.cnf,F,246
uuf50-0337.cnf,F,539
uuf50-0791.cnf,F,268
uuf50-0844.cnf,F,1056
uuf50-086.cnf,F,547
uuf50-0282.cnf,F,422
uuf50-083.cnf,F,363
uuf50-0102.cnf,F,241
uuf50-0347.cnf,F,586
uuf50-0700.cnf,F,189
uuf50-0197.cnf,F,254
uuf50-0511.cnf,F,597
uuf50-0530.cnf,F,363
uuf50-085.cnf,F,176
uuf50-0603.cnf,F,268
uuf50-0433.cnf,F,597
uuf50-0884.cnf,F,290
uuf50-0247.cnf,F,337
uuf50-0527.cnf,F,317
uuf50-0950.cnf,F,457
uuf50-0271.cnf,F,335
uuf50-0501.cnf,F,363
uuf50-0849.cnf,F,433
uuf50-016.cnf,F,638
uuf50-0642.cnf,F,1065
uuf50-0708.cnf,F,236
uuf50-091.cnf,F,1098
uuf50-0252.cnf,F,784
uuf50-0594.cnf,F,478
uuf50-0745.cnf,F,102
uuf50-0658.cnf,F,462
uuf50-0730.cnf,F,373
uuf50-0292.cnf,F,293
uuf50-0275.cnf,F,687
uuf50-0899.cnf,F,637
uuf50-0994.cnf,F,167
uuf50-0967.cnf,F,175
uuf50-0573.cnf,F,686
uuf50-033.cnf,F,223
uuf50-0169.cnf,F,295
uuf50-0963.cnf,F,209
uuf50-0870.cnf,F,436
uuf50-0187.cnf,F,334
uuf50-0784.cnf,F,1202
uuf50-054.cnf,F,727
uuf50-0534.cnf,F,559
uuf50-0669.cnf,F,1031
uuf50-0900.cnf,F,717
uuf50-0934.cnf,F,344
uuf50-0889.cnf,F,490
uuf50-0766.cnf,F,573
uuf50-0925.cnf,F,421
uuf50-0663.cnf,F,314
uuf50-0942.cnf,F,412
uuf50-0553.cnf,F,419
uuf50-0200.cnf,F,522
uuf50-0217.cnf,F,471
uuf50-0670.cnf,F,113
uuf50-0370.cnf,F,322
uuf50-0231.cnf,F,438
uuf50-0230.cnf,F,315
uuf50-0790.cnf,F,575
uuf50-0342.cnf,F,255
uuf50-0486.cnf,F,348
uuf50-0868.cnf,F,212
uuf50-041.cnf,F,305
uuf50-0541.cnf,F,410
uuf50-0157.cnf,F,597
uuf50-0244.cnf,F,446
uuf50-0471.cnf,F,205
uuf50-0455.cnf,F,214
uuf50-014.cnf,F,526
uuf50-025.cnf,F,536
uuf50-0747.cnf,F,770
uuf50-0898.cnf,F,366
uuf50-03.cnf,F,146
uuf50-0987.cnf,F,304
uuf50-0442.cnf,F,250
uuf50-0415.cnf,F,233
uuf50-0545.cnf,F,155
uuf50-0388.cnf,F,251
uuf50-0611.cnf,F,773
uuf50-0161.cnf,F,514
uuf50-0699.cnf,F,155
uuf50-0186.cnf,F,442
uuf50-0946.cnf,F,754
uuf50-0272.cnf,F,166
uuf50-0961.cnf,F,500
uuf50-0336.cnf,F,365
uuf50-0561.cnf,F,1098
uuf50-0273.cnf,F,276
uuf50-0894.cnf,F,359
uuf50-0861.cnf,F,397
uuf50-0531.cnf,F,858
uuf50-0268.cnf,F,419
uuf50-0693.cnf,F,165
uuf50-0709.cnf,F,637
uuf50-0263.cnf,F,280
uuf50-0291.cnf,F,167
uuf50-0819.cnf,F,171
uuf50-0453.cnf,F,501
uuf50-0937.cnf,F,469
uuf50-0103.cnf,F,447
uuf50-034.cnf,F,259
uuf50-0588.cnf,F,864
uuf50-0382.cnf,F,253
uuf50-0822.cnf,F,283
uuf50-0468.cnf,F,426
uuf50-0568.cnf,F,1163
uuf50-0813.cnf,F,428
uuf50-0572.cnf,F,334
uuf50-0858.cnf,F,124
uuf50-0625.cnf,F,293
uuf50-0959.cnf,F,155
uuf50-0639.cnf,F,669
uuf50-0395.cnf,F,349
uuf50-0478.cnf,F,215
uuf50-029.cnf,F,364
uuf50-0921.cnf,F,242
uuf50-0587.cnf,F,766
uuf50-0296.cnf,F,351
uuf50-0938.cnf,F,608
uuf50-0893.cnf,F,251
uuf50-0462.cnf,F,550
uuf50-0836.cnf,F,463
uuf50-090.cnf,F,481
uuf50-0851.cnf,F,408
uuf50-0397.cnf,F,126
uuf50-061.cnf,F,247
uuf50-036.cnf,F,434
uuf50-0554.cnf,F,456
uuf50-0449.cnf,F,547
uuf50-0753.cnf,F,204
uuf50-089.cnf,F,1554
uuf50-0631.cnf,F,512
uuf50-0524.cnf,F,422
uuf50-0475.cnf,F,243
uuf50-0294.cnf,F,446
uuf50-0592.cnf,F,334
uuf50-0379.cnf,F,276
uuf50-0761.cnf,F,413
uuf50-0440.cnf,F,502
uuf50-092.cnf,F,270
uuf50-0579.cnf,F,658
uuf50-0931.cnf,F,471
uuf50-0560.cnf,F,469
uuf50-0119.cnf,F,404
uuf50-0466.cnf,F,271
uuf50-0919.cnf,F,280
uuf50-0399.cnf,F,341
uuf50-0432.cnf,F,184
uuf50-0111.cnf,F,518
uuf50-027.cnf,F,411
uuf50-0193.cnf,F,269
uuf50-0772.cnf,F,452
uuf50-0421.cnf,F,299
uuf50-0746.cnf,F,450
uuf50-0491.cnf,F,322
uuf50-0532.cnf,F,320
uuf50-0529.cnf,F,350
uuf50-0951.cnf,F,536
uuf50-0980.cnf,F,283
uuf50-0744.cnf,F,497
uuf50-0339.cnf,F,998
uuf50-0286.cnf,F,441
uuf50-0933.cnf,F,392
uuf50-0297.cnf,F,663
uuf50-0932.cnf,F,627
uuf50-0404.cnf,F,238
uuf50-0947.cnf,F,299
uuf50-02.cnf,F,199
uuf50-0816.cnf,F,327
uuf50-0127.cnf,F,357
uuf50-0965.cnf,F,390
uuf50-04.cnf,F,182
uuf50-0936.cnf,F,405
uuf50-0981.cnf,F,373
uuf50-0811.cnf,F,1253
uuf50-072.cnf,F,356
uuf50-058.cnf,F,593
uuf50-0989.cnf,F,294
uuf50-0507.cnf,F,56
uuf50-0184.cnf,F,348
uuf50-0917.cnf,F,263
uuf50-0762.cnf,F,285
uuf50-09.cnf,F,1171
uuf50-042.cnf,F,752
uuf50-0420.cnf,F,284
uuf50-0869.cnf,F,708
uuf50-046.cnf,F,528
uuf50-0695.cnf,F,198
uuf50-0438.cnf,F,323
uuf50-0657.cnf,F,422
uuf50-0590.cnf,F,270
uuf50-0327.cnf,F,186
uuf50-0362.cnf,F,3121
uuf50-0303.cnf,F,370
uuf50-0676.cnf,F,988
uuf50-0943.cnf,F,305
uuf50-0430.cnf,F,372
uuf50-0183.cnf,F,293
uuf50-0479.cnf,F,159
uuf50-0737.cnf,F,957
uuf50-0752.cnf,F,367
uuf50-0727.cnf,F,387
uuf50-0171.cnf,F,334
uuf50-0710.cnf,F,550
uuf50-0750.cnf,F,228
uuf50-0818.cnf,F,638
uuf50-0831.cnf,F,103
uuf50-0448.cnf,F,436
uuf50-0241.cnf,F,325
uuf50-0209.cnf,F,275
uuf50-0683.cnf,F,514
uuf50-0694.cnf,F,697
uuf50-0713.cnf,F,214
uuf50-0159.cnf,F,319
uuf50-0986.cnf,F,466
uuf50-0801.cnf,F,537
uuf50-0679.cnf,F,437
uuf50-0328.cnf,F,206
uuf50-0569.cnf,F,268
uuf50-0224.cnf,F,275
uuf50-079.cnf,F,432
uuf50-0848.cnf,F,311
uuf50-0387.cnf,F,182
uuf50-0355.cnf,F,528
uuf50-0365.cnf,F,885
uuf50-0593.cnf,F,200
uuf50-0774.cnf,F,1560
uuf50-0549.cnf,F,849
uuf50-0736.cnf,F,518
uuf50-0424.cnf,F,728
uuf50-0460.cnf,F,479
uuf50-0188.cnf,F,308
uuf50-0854.cnf,F,188
uuf50-0543.cnf,F,219
uuf50-097.cnf,F,480
uuf50-020.cnf,F,211
uuf50-0132.cnf,F,265
uuf50-0864.cnf,F,224
uuf50-0738.cnf,F,287
uuf50-0719.cnf,F,139
uuf50-0223.cnf,F,366
uuf50-080.cnf,F,863
uuf50-0992.cnf,F,127
uuf50-045.cnf,F,675
uuf50-0804.cnf,F,205
uuf50-0563.cnf,F,285
uuf50-0389.cnf,F,587
uuf50-0165.cnf,F,552
uuf50-0922.cnf,F,536
uuf50-076.cnf,F,266
uuf50-0233.cnf,F,848
uuf50-0687.cnf,F,241
uuf50-0954.cnf,F,488
uuf50-0513.cnf,F,232
uuf50-0550.cnf,F,315
uuf50-0493.cnf,F,651
uuf50-0773.cnf,F,176
uuf50-0208.cnf,F,198
uuf50-0435.cnf,F,381
uuf50-0426.cnf,F,82
uuf50-0180.cnf,F,608
uuf50-0116.cnf,F,614
uuf50-0160.cnf,F,423
uuf50-0181.cnf,F,234
uuf50-0518.cnf,F,318
uuf50-0739.cnf,F,585
uuf50-0672.cnf,F,264
uuf50-0441.cnf,F,207
uuf50-0281.cnf,F,392
uuf50-0794.cnf,F,216
uuf50-0909.cnf,F,277
uuf50-07.cnf,F,421
uuf50-0451.cnf,F,390
uuf50-038.cnf,F,210
uuf50-0880.cnf,F,759
uuf50-077.cnf,F,418
uuf50-0930.cnf,F,241
uuf50-0278.cnf,F,497
uuf50-0214.cnf,F,282
uuf50-0659.cnf,F,416
uuf50-0146.cnf,F,318
uuf50-032.cnf,F,73
uuf50-0667.cnf,F,335
uuf50-0427.cnf,F,465
uuf50-0150.cnf,F,778
uuf50-0407.cnf,F,188
uuf50-0628.cnf,F,1655
uuf50-0492.cnf,F,480
uuf50-0733.cnf,F,535
uuf50-0314.cnf,F,530
uuf50-0302.cnf,F,321
uuf50-0293.cnf,F,115
uuf50-0635.cnf,F,152
uuf50-0285.cnf,F,476
uuf50-0269.cnf,F,522
uuf50-0705.cnf,F,647
uuf50-0118.cnf,F,660
uuf50-0456.cnf,F,462
uuf50-0108.cnf,F,380
uuf50-0154.cnf,F,258
uuf50-0997.cnf,F,417
uuf50-0886.cnf,F,124
uuf50-0890.cnf,F,482
uuf50-0137.cnf,F,221
uuf50-052.cnf,F,90
uuf50-0149.cnf,F,348
uuf50-0711.cnf,F,648
uuf50-0770.cnf,F,94
uuf50-0485.cnf,F,253
uuf50-0162.cnf,F,119
uuf50-0824.cnf,F,637
uuf50-0361.cnf,F,64
uuf50-0371.cnf,F,557
uuf50-0957.cnf,F,381
uuf50-022.cnf,F,391
